1130773425,1165493513
1165493513,1366798392
1366798392,871667388
871667388,73750639
73750639,891113041
891113041,1583606899
1583606899,1823753932
1823753932,281919267
281919267,6983823
6983823,2001766427
2001766427,1086947478
1086947478,838912929
838912929,302537483
302537483,1123217983
1123217983,469666677
469666677,27043262
27043262,1115078160
1115078160,107961917
107961917,1388241892
1388241892,1816321255
1816321255,1068860117
1068860117,1086578701
1086578701,125616543
125616543,753790001
753790001,961126671
961126671,1705928537
1705928537,437088024
437088024,862672870
862672870,1405744126
1405744126,910504538
910504538,1908006527
1908006527,1979911383
1979911383,1866814643
1866814643,1393483991
1393483991,474104691
474104691,1239170468
1239170468,837748088
837748088,143307285
143307285,919685629
919685629,2118824288
2118824288,1304374448
1304374448,972000032
972000032,60630385
60630385,331136412
331136412,825859188
825859188,1055300586
1055300586,2080244437
2080244437,1828144211
1828144211,1172062603
1172062603,1651098409
1651098409,1741305286
1741305286,1234630144
1234630144,504375953
504375953,822887680
822887680,845609626
845609626,491843292
491843292,527683000
527683000,1362489104
1362489104,1026477850
1026477850,2076667815
2076667815,362086496
362086496,998981113
998981113,1147329893
1147329893,238028188
238028188,705860451
705860451,525351921
525351921,1220530834
1220530834,1467544325
1467544325,127437579
127437579,1026477565
1026477565,1316912289
1316912289,1868614524
1868614524,1219437668
1219437668,1043288833
1043288833,961101787
961101787,1997008748
1997008748,87350754
87350754,1047012242
1047012242,1625031270
1625031270,687595417
687595417,735608304
735608304,822423068
822423068,1551780990
1551780990,1470082048
1470082048,1237411073
1237411073,170780734
170780734,841414401
841414401,1531905070
1531905070,2003458585
2003458585,188570673
188570673,1815599857
1815599857,1230206277
1230206277,1680764752
1680764752,1640433345
1640433345,692646729
692646729,358180661
358180661,1701832905
1701832905,1879693999
1879693999,681868938
681868938,308697005
308697005,619300578
619300578,1984726173
1984726173,1590829229
1590829229,574011725
574011725,287146851
287146851,1811291607
1811291607,329036899
329036899,877686672
877686672,853808616
853808616,1264442418
1264442418,1895844119
1895844119,304496636
304496636,1190595110
1190595110,1016717067
1016717067,1663954961
1663954961,1161467644
1161467644,1917365002
1917365002,251456595
251456595,1806383346
1806383346,371173643
371173643,2060481302
2060481302,2124313669
2124313669,283427080
283427080,2090084140
2090084140,1909660675
1909660675,432198504
432198504,1029230446
1029230446,200719398
200719398,1427017830
1427017830,1663839253
1663839253,275990400
275990400,845791967
845791967,1013314506
1013314506,1785267486
1785267486,431934849
431934849,126661213
126661213,168014562
168014562,1092083642
1092083642,288500619
288500619,569821628
569821628,1480296487
1480296487,676897695
676897695,238326982
238326982,364574065
364574065,1566546625
1566546625,989072836
989072836,558127185
558127185,1187375516
1187375516,1249759963
1249759963,884756785
884756785,1889447283
1889447283,1055002322
1055002322,37954404
37954404,1323157037
1323157037,16567857
16567857,1427731845
1427731845,283463797
283463797,1111560933
1111560933,20498211
20498211,465291482
465291482,1470482137
1470482137,1956259604
1956259604,968973828
968973828,953796176
953796176,203513598
203513598,1461020163
1461020163,601884856
601884856,151091897
151091897,2014998292
2014998292,688318199
688318199,411403867
411403867,673517
673517,1073521065
1073521065,505010832
505010832,1849907559
1849907559,1835439701
1835439701,941221271
941221271,841161893
841161893,2083176332
2083176332,1357264558
1357264558,1074097940
1074097940,163759922
163759922,1062863197
1062863197,1512724300
1512724300,2098454843
2098454843,1134700055
1134700055,1559668441
1559668441,424272065
424272065,199497657
199497657,4210426
4210426,1556158457
1556158457,1301744155
1301744155,635320884
635320884,1581805267
1581805267,576044923
576044923,1555004822
1555004822,2109821220
2109821220,1666794795
1666794795,2049616934
2049616934,1766774299
1766774299,1549402151
1549402151,123610499
123610499,269056043
269056043,1489527787
1489527787,1889129980
1889129980,449695184
449695184,719656105
719656105,1026489255
1026489255,1722600664
1722600664,1641002920
1641002920,570502262
570502262,867793548
867793548,166204219
166204219,1224815316
1224815316,1644490640
1644490640,1410350013
1410350013,588950759
588950759,1875393886
1875393886,1901087320
1901087320,1606442263
1606442263,652519485
652519485,218883231
218883231,298632703
298632703,1456225201
1456225201,1501405499
1501405499,1537905800
1537905800,1782188194
1782188194,1869439152
1869439152,615099585
615099585,123598882
123598882,890011925
890011925,1256047153
1256047153,1828046016
1828046016,586249924
586249924,818070882
818070882,654830762
654830762,1210844356
1210844356,845386958
845386958,43729729
43729729,1147035846
1147035846,67899961
67899961,1141245952
1141245952,1201219814
1201219814,756898117
756898117,1889196355
1889196355,1361787628
1361787628,1464428578
1464428578,1017242165
1017242165,1383022395
1383022395,1898737777
1898737777,849832299
849832299,1178757548
1178757548,1513731739
1513731739,2083671152
2083671152,388982609
388982609,493712535
493712535,244923536
244923536,512307643
512307643,1313484537
1313484537,1525258615
1525258615,1710979788
1710979788,256826964
256826964,283287514
283287514,1059162892
1059162892,1441546233
1441546233,694374913
694374913,1521777148
1521777148,242829282
242829282,1516517186
1516517186,989518260
989518260,808547138
808547138,1834367987
1834367987,2025020792
2025020792,594378097
594378097,2127673345
2127673345,493957718
493957718,114945826
114945826,1635454530
1635454530,1876880643
1876880643,101942478
101942478,273756963
273756963,994646826
994646826,1276613963
1276613963,1296863816
1296863816,133306735
133306735,1148763139
1148763139,1630052759
1630052759,1512697495
1512697495,1497575659
1497575659,1845586239
1845586239,823993705
823993705,1528097176
1528097176,95163273
95163273,497337323
497337323,822792084
822792084,211683384
211683384,1839770834
1839770834,1907980731
1907980731,97257591
97257591,1201815060
1201815060,1736992799
1736992799,948887083
948887083,1736069595
1736069595,290722599
290722599,1211640027
1211640027,1806737582
1806737582,1586333277
1586333277,1371290232
1371290232,652754150
652754150,995455127
995455127,1539829049
1539829049,1581249140
1581249140,1078212720
1078212720,1423817757
1423817757,571240663
571240663,1975573223
1975573223,1143368546
1143368546,918647751
918647751,175138462
175138462,1844889913
1844889913,1398989769
1398989769,111910754
111910754,1203902601
1203902601,420835642
420835642,843501448
843501448,524635685
524635685,65877090
65877090,623616924
623616924,988130756
988130756,345229701
345229701,1618571346
1618571346,1141667993
1141667993,1086444761
1086444761,1224274286
1224274286,2071987052
2071987052,1511726406
1511726406,1765161981
1765161981,1662748239
1662748239,1855163638
1855163638,1721841917
1721841917,577369014
577369014,531837247
531837247,2054584343
2054584343,1028935547
1028935547,154610318
154610318,887244411
887244411,1442949010
1442949010,15445903
15445903,574044541
574044541,655569195
655569195,454254268
454254268,567207886
567207886,1749666340
1749666340,855649027
855649027,525648277
525648277,1208846830
1208846830,1014981059
1014981059,358474453
358474453,10763366
10763366,353148519
353148519,1849864234
1849864234,834525737
834525737,2042221709
2042221709,336575218
336575218,588628208
588628208,1545377684
1545377684,178364799
178364799,2065010016
2065010016,524664986
524664986,1070084105
1070084105,752154600
752154600,443358996
443358996,1681513453
1681513453,72744392
72744392,655079882
655079882,556430361
556430361,1577436518
1577436518,459842556
459842556,1860589933
1860589933,992295085
992295085,1825573344
1825573344,1553781975
1553781975,747665727
747665727,1097396294
1097396294,287224566
287224566,892886712
892886712,298174721
298174721,39711555
39711555,1113845627
1113845627,1807502035
1807502035,1904101913
1904101913,1165742975
1165742975,1822536591
1822536591,864173521
864173521,411681167
411681167,1967909071
1967909071,487100955
487100955,1471148146
1471148146,1013145119
1013145119,2019533654
2019533654,534159050
534159050,1314770251
1314770251,496715582
496715582,482023023
482023023,1053917853
1053917853,281155782
281155782,1541970571
1541970571,1318460353
1318460353,2115878415
2115878415,394961551
394961551,1455084658
1455084658,1197319565
1197319565,1260107279
1260107279,655879495
655879495,2100517318
2100517318,844486566
844486566,1293363398
1293363398,945739185
945739185,1114551452
1114551452,276265048
276265048,831062262
831062262,1897095058
1897095058,1614456753
1614456753,1442101197
1442101197,1874573408
1874573408,122641714
122641714,762479930
762479930,101238636
101238636,2127061152
2127061152,1185931922
1185931922,846615715
846615715,16700271
16700271,1696411718
1696411718,1134826636
1134826636,516882099
516882099,1150977999
1150977999,526042675
526042675,1298134892
1298134892,1378044079
1378044079,722018460
722018460,1506126898
1506126898,1725001581
1725001581,1179064545
1179064545,917227411
917227411,628642393
628642393,394592083
394592083,956845720
956845720,455212553
455212553,592324242
592324242,276704300
276704300,1361078014
1361078014,138271953
138271953,602475449
602475449,1953684908
1953684908,352143038
352143038,2118547324
2118547324,1631923098
1631923098,204965892
204965892,453730580
453730580,1188073120
1188073120,959346400
959346400,307524428
307524428,172712114
172712114,2005191834
2005191834,1180485350
1180485350,215034126
215034126,358689788
358689788,1225702322
1225702322,901086464
901086464,873374794
873374794,1996490828
1996490828,261869636
261869636,677708991
677708991,869909021
869909021,2044371491
2044371491,1560847340
1560847340,190369225
190369225,213917834
213917834,1482269491
1482269491,465064992
465064992,1853435760
1853435760,855346576
855346576,1958449235
1958449235,2115270450
2115270450,1713300938
1713300938,113705736
113705736,638895264
638895264,1691992829
1691992829,716633120
716633120,1121532536
1121532536,1274325906
1274325906,1719326322
1719326322,1727643001
1727643001,1045191297
1045191297,1059718255
1059718255,834238362
834238362,977336141
977336141,395903572
395903572,965731993
965731993,1825387828
1825387828,195536456
195536456,28498228
28498228,813729093
813729093,1097717949
1097717949,948404526
948404526,1949865650
1949865650,1065431773
1065431773,191359638
191359638,1492074220
1492074220,1777325697
1777325697,1687500987
1687500987,888238537
888238537,1729800088
1729800088,687379891
687379891,174847760
