t,x,y,z
28.888225555419922,0.6444842577763592,18.20472508960959,2.751847468157307
61.324119567871094,0.6561056534964256,18.09175886086865,2.7768375333458675
94.70605850219727,0.6470749203712254,18.05842729613344,2.754628831843651
128.7219524383545,0.6298019589328855,18.153699453261023,2.744234176313396
161.03720664978027,0.5961929594747915,18.185900243695496,2.732532367910088
196.01893424987793,0.6079692776097075,17.98393272657802,2.7192965242267997
227.44512557983398,0.5933797363147293,17.946559338254715,2.738428869235788
259.8080635070801,0.5402405870896057,17.89002828191024,2.7003309076180075
293.37310791015625,0.5141683417949876,17.856992501288328,2.6924058260150523
326.54809951782227,0.5546024508306705,18.013206782116,2.7384438094126207
359.6539497375488,0.5422391136217776,17.814208132184227,2.775783990499721
393.2008743286133,0.475603341128622,17.644792536472586,2.793134946599198
425.7681369781494,0.41541065382382025,17.51371096810482,2.806843824672452
458.44316482543945,0.3770747821208379,17.16710555369201,2.8436556856366377
492.2521114349365,0.36176633140722836,16.866347405771094,2.81651259416027
525.3589153289795,0.30592156388288594,16.525612646338537,2.787495406323748
557.8739643096924,0.14179553528931466,16.21020522580659,2.740663638313411
592.4460887908936,0.07886995596667623,15.816730550088105,2.721844276422101
624.1250038146973,-0.05825475588254492,15.3648548584372,2.7009960806270277
657.4270725250244,-0.2514200538022018,14.878529719722792,2.718989807027806
690.3209686279297,-0.393871822725851,14.096567261905365,2.680702257745554
724.9810695648193,-0.33884271984299874,13.631365098048109,2.553999442657492
757.9810619354248,-0.1966163680618509,13.44702685780784,2.4302659009668544
793.0200099945068,-0.18852827493639468,13.248988719460424,2.177791098414093
823.3170509338379,-0.23079444711156538,12.833919105028802,1.9710463800504001
857.1338653564453,-0.16794981435037426,12.556405642739007,1.7969049164695787
888.5891437530518,0.010232216672564687,12.339979730334974,1.7164551507763142
924.6029853820801,0.16181777792714735,12.001831478882767,1.635696753540219
955.9719562530518,0.2939753345463253,11.671423153876255,1.5425542069812603
991.4751052856445,0.40284405167256054,11.491512556354314,1.4382452548211038
1022.240161895752,0.42099213500702626,11.40918935198069,1.3176526296663909
1054.2891025543213,0.39698821064429446,11.187506121668253,1.2398952070047844
1087.738037109375,0.4079609801885151,11.010133924471752,1.180701555697529
1120.096206665039,0.4065115426850442,10.984382851383549,1.1376189585585081
1154.789924621582,0.4659152065193145,10.992297745987322,1.1458521827478498
1188.737154006958,0.49821933997968515,10.852594299550342,1.1816213540645673
1257.4951648712158,0.5799539430318071,10.859374462822108,1.2240706862075366
1288.5541915893555,0.6299996857504034,10.913133247915335,1.2256580026409898
1320.160150527954,0.6514283446718097,11.127699128800248,1.1945526502365291
1352.3709774017334,0.5912650420655864,11.413180367125593,1.1076375753184549
1385.2670192718506,0.33740397873447847,11.383428564191783,1.0676811243625748
1419.6629524230957,0.2975585237633267,11.838834620548456,0.9603488402198415
1449.7699737548828,0.25780907594572267,12.358291360611195,0.8348867096698533
1482.8481674194336,0.19934391973943377,12.800666509399225,0.820635317234026
1514.9130821228027,0.16154491035562257,13.1452816178626,0.8558029469800104
1547.3082065582275,0.08155020310295558,13.43540050545062,0.9068296658147852
1580.5809497833252,-0.0565728749377542,13.836144079677895,0.956554403836739
1614.1068935394287,-0.20961485084224196,14.203615321484179,0.9570514781647264
1645.961046218872,-0.2858544355496536,14.55085407153536,0.9658117920353991
1679.4331073760986,-0.311947597702794,14.983383462038237,1.0317352796386408
1712.5780582427979,-0.2758248392931246,15.496404216509536,1.0893166973295445
1745.577096939087,-0.31813754516672343,15.820344352909895,1.210826442559988
1778.3770561218262,-0.3705682562217105,16.150291471722838,1.290346670822763
1812.7989768981934,-0.35305639858023585,16.3362629213934,1.380471171248908
1844.2680835723877,-0.25971998014061504,16.650394353341362,1.4689693162146378
1876.38521194458,-0.17373225320111507,16.979028681610796,1.5425046200251429
1908.095121383667,-0.09072119727045103,17.266678984026708,1.5779347782441941
1941.389799118042,0.07566773900034873,17.777994496970155,1.623544665469195
1974.7390747070312,0.2977847221915919,18.099304897805325,1.7432463524097974
2008.584976196289,0.44274895545773396,18.51110514269729,1.8735999140677866
2040.3270721435547,0.49889276099189794,18.60753050516244,2.015170550773822
2073.4870433807373,0.6217638770792376,19.099201466840967,2.1642788133822104
2107.249975204468,0.7570212335413765,19.097096067946453,2.2402976700177986
2140.618085861206,0.8020736543515034,19.38051952656235,2.2802770702805812
2173.6350059509277,0.7161858018800539,19.377277133046427,2.255083657920637
2208.0249786376953,0.6617661850995492,19.32767001309938,2.2064937132767537
2240.877866744995,0.682000861901918,19.583608030117023,2.1518745601246345
2308.267116546631,0.6745256900640142,19.439167348244343,2.1262107349772044
2340.998888015747,0.563571556829791,19.377985612217575,2.1305354643884886
2373.629093170166,0.46492591536757666,19.070777367028416,2.139229456564953
2409.1389179229736,0.40422859711733405,18.82815600921165,2.1017692004658373
2439.2590522766113,0.34902753928732577,18.37335989159117,2.033787756826643
2473.392963409424,0.3561888984842535,18.201391693428338,2.0016618041542373
2506.441116333008,0.37293210903228113,17.79767552862725,1.944736792811961
2539.335012435913,0.3366937882741087,17.308964676030236,1.9388066737053624
2569.4968700408936,0.23463534645018003,16.902065724270322,1.9215978828956275
2604.0568351745605,0.2059168819654421,16.398080098713084,1.8956087980942713
2636.206865310669,0.21832633548360314,15.79633185206237,1.8921149680200937
2670.1159477233887,0.2886483807105028,15.3460888851811,1.890470031531163
2702.885866165161,0.38715973202464704,14.971241349249746,1.8944237441191991
2737.6441955566406,0.4185309209381286,14.301564123810936,1.9216672929566498
2770.1351642608643,0.41320667187238325,13.661419461746345,1.9772873400363375
2805.4990768432617,0.4714291690710929,13.25218605293213,2.052735535149131
2837.8541469573975,0.5168351387762301,12.66488315668602,2.1045895219696593
2870.2259063720703,0.4795333813216871,12.063099900167515,2.1146292229831065
2937.2479915618896,0.488048362844259,11.741993536268955,2.082733856782463
2970.3750610351562,0.4473742006543058,11.493543724360265,2.0012546718935855
3003.1771659851074,0.3746413839930198,11.266442939432942,1.9097010416127147
3036.161184310913,0.31681611899088047,11.019832402959452,1.8701015607047868
3067.7080154418945,0.3009437464410828,10.869527457568825,1.8232457517787735
3101.7401218414307,0.28488072342069015,10.682348304723996,1.8229167083849525
3133.8231563568115,0.28318998070997203,10.610947735931276,1.8283875195358348
3166.027069091797,0.1949802959266307,10.583751150391025,1.7957101479710054
3199.759006500244,0.17500144188502287,10.602920257184959,1.8041431267170718
3233.9420318603516,0.14192905849567772,10.710213254940737,1.8141498685129118
3265.900135040283,0.15951374382459338,10.86909454258967,1.814029882394549
3300.0688552856445,0.16873365086550207,11.086043178847603,1.816626035404504
3332.3919773101807,0.18282723484780816,11.331299013405813,1.798357061790834
3365.0801181793213,0.13755692845303658,11.740722298822606,1.7569513131803256
3399.4319438934326,0.10457804934238646,12.193541210006309,1.7046386930653563
3430.889129638672,0.016327912892040164,12.57988690587175,1.63867424619775
3462.008237838745,-0.10596043986714876,13.070281420531403,1.5522195829262868
3495.913028717041,-0.20952692687101193,13.531519053521391,1.488665780267972
3527.9040336608887,-0.2636882539196673,14.04852825849368,1.4190038013480142
3560.6300830841064,-0.3053987285802494,14.409399908137159,1.412125130440858
3593.1270122528076,-0.38515263199888716,14.939051546391532,1.3902625969078595
3627.0620822906494,-0.4512822265082115,15.335220903883627,1.3794911994032717
3658.6058139801025,-0.5031775717577882,15.805801349109935,1.3540640484240096
3693.3650970458984,-0.5338625790125603,16.04302499105135,1.354363730977284
3725.6698608398438,-0.5781663446069716,16.71399122075593,1.3268055348136096
3759.883165359497,-0.5375004122761073,17.317122258799145,1.359792350013144
3792.649984359741,-0.4965663226640662,17.681788609319636,1.4513585524584667
3828.083038330078,-0.485540842794447,17.745480640193136,1.5347548180475288
3857.3861122131348,-0.47328058291794994,18.15875265762709,1.582216273280588
3890.05708694458,-0.48120837017412676,18.488929881679677,1.5748075689757024
3924.244165420532,-0.4687494448873696,18.850797898375905,1.5890201059770672
3955.562114715576,-0.4235840309514698,18.854224512043736,1.6271310263907974
3987.3900413513184,-0.38755734642336004,18.900644475262816,1.6347857620674382
4020.6360816955566,-0.45549872601309316,18.780739774764946,1.620485559412781
4053.38191986084,-0.4809663022301265,18.682160729942076,1.613353541084184
4086.2369537353516,-0.5581194177495864,18.631582012748872,1.5803866526421557
4119.875907897949,-0.6491373538619261,18.18067577783228,1.5688341260977197
4153.048992156982,-0.7418878413512038,17.871688932899904,1.5715351438343133
4186.4800453186035,-0.7338343018490776,17.44939033855216,1.572198223134643
4220.422029495239,-0.7212732925347304,17.006669587706806,1.573403177605237
4253.37290763855,-0.7089197086122496,16.579854959141667,1.5272441390726954
4286.06104850769,-0.7036781554042341,16.119054378999326,1.4660069647293295
4319.7431564331055,-0.6979714959985842,15.637545780553834,1.389574440683568
4352.6270389556885,-0.6988467938855315,15.116679449892793,1.2950157314891133
4385.538816452026,-0.6853288171349227,14.772865313721665,1.1546908453978677
4420.856952667236,-0.5750661696765151,14.569417299850036,1.0560709917629907
4451.709985733032,-0.4537731461363078,14.245908845121496,1.055457809830726
4485.060930252075,-0.35778821403115746,13.88987855712578,1.0858260944817768
4519.124984741211,-0.29406819587208943,13.575120164848881,1.1014009736317039
4551.743984222412,-0.20354719915917874,13.110405222753595,1.1277298218918728
4620.039939880371,-0.06015345535282135,12.860480216745493,1.1536806577095904
4657.376050949097,0.06849369977706066,12.509008846786926,1.1444871779443617
4685.386180877686,0.1254605299447138,12.217833072632786,1.1532638703291251
4718.648910522461,0.1689873877275897,11.962329642027738,1.197003337796151
4751.396894454956,0.179796829498449,11.674449760268818,1.260393008419683
4784.962892532349,0.24960579467210753,11.368671199379751,1.3326012595657597
4818.000078201294,0.23182878259860562,10.962389226610489,1.4119080267343858
4850.690841674805,0.2703557387833062,10.851897736543462,1.439874971404638
4883.35108757019,0.2781820913744206,10.666763922266695,1.453488464414568
4917.461156845093,0.2990392787185677,10.4395134012043,1.4550616423890632
4950.737953186035,0.3111235787487283,10.239299797662225,1.4445293308951281
4982.431173324585,0.3188713754702516,10.16302189932533,1.4104477693584978
5015.927076339722,0.29121379102470835,10.148367869643732,1.3738626956366622
5050.621032714844,0.26916619545724374,10.128173507144645,1.3405320208654117
5081.570148468018,0.2311276422510813,10.131102573973795,1.3235883018805752
5114.8130893707275,0.23647914246727475,10.189396068273695,1.3525355653696576
5146.76308631897,0.31439367557226694,10.324300284975497,1.3944999924338524
5180.643081665039,0.28939762278026215,10.438174330201257,1.3905206612520988
5213.948965072632,0.24883313643788518,10.624985609645634,1.3677639863608118
5247.459888458252,0.2054410965782847,10.825540282276144,1.3493914568333638
5280.441999435425,0.2067984758113065,11.124194712233608,1.3139215982854355
5312.448024749756,0.16254506854737294,11.443604360723393,1.2762193865603786
5343.886852264404,0.007776606998726621,11.723426303964679,1.2064864336723744
5376.328945159912,-0.1129303105278433,12.09422415056638,1.1485297043297487
5408.731937408447,-0.2475964511565103,12.468966650047461,1.1110177000355905
5442.280054092407,-0.3576720987901325,12.738443720389155,1.1208047937195889
5474.090099334717,-0.4337782272047035,13.025667109370293,1.1532778793026566
5507.607221603394,-0.49957530430122243,13.41204979564002,1.1727813902342163
5541.321039199829,-0.565109980910224,13.757776859638385,1.2055034684491015
5573.450088500977,-0.6227889264014006,14.084746238643582,1.2638800922804583
5606.576919555664,-0.6225199729943466,14.569293816008141,1.3001977375091462
5641.041040420532,-0.6625307122376843,14.920039137982462,1.353686222721725
5672.668933868408,-0.7409085808590959,15.305353166419065,1.3534627361588578
5705.0111293792725,-0.8266336735658828,15.57296146162982,1.3611821901120698
5739.012956619263,-0.8374870372332802,15.861616465456304,1.3800434429348891
5772.686004638672,-0.8486697513788855,16.18025182221326,1.3845474199805234
5805.490016937256,-0.8610937856172198,16.40768813951408,1.402975884408885
5839.085817337036,-0.830839286890521,16.659170166735972,1.3934069008122936
5870.5620765686035,-0.7787042722968917,16.962270228101072,1.415440360761651
5903.836011886597,-0.7457852851486954,17.050918017130236,1.3905446075768648
5936.746120452881,-0.8276027102671145,17.16132441116615,1.3860121751897352
5969.521045684814,-0.8670131928272132,17.265502486331926,1.4043884816073844
6003.925085067749,-0.8347131798558057,17.335250950325545,1.4035227227392426
6038.865089416504,-0.8097790449294352,17.48365173181662,1.413501238235751
6068.95112991333,-0.7507474928887691,17.576020669316573,1.4836267221574753
6098.467111587524,-0.7535558835345582,17.6533240929297,1.535225621286844
